"Use 1-3, Do not use 0. Higher number gets priority in any area.",,,,,,,,,,,
"Preference","key","value","link","help",,,,,,,
0,"barrier","motorcycle_barrier","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dmotorcycle_barrier"," Barriers along paths that prevent access by motorcycles.
",,,,,,,
0,"barrier","rope","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Drope"," A flexible barrier made of fibres, twisted or braided together to improve strength. As a barrier it is often more symbolic than actually physically preventing pedestrians from accessing.
",,,,,,,
0,"barrier","sally_port","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dsally_port"," A sally port is used to pass through thick or city walls, and is a type of covered gate with two doors.
",,,,,,,
0,"barrier","spikes","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dspikes"," Spikes on the ground that prevent unauthorized access. Can also be removeable e.g. after payment in a garage.
",,,,,,,
0,"barrier","stile","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dstile"," A stile allows pedestrians to cross a wall or fence, but never actually \opens\"" the barrier (unlike a gate","a stile has few or no moving parts).",,,,,,
0,",
barrier""","sump_buster","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dsump_buster"," A sump buster is a concrete slab or steel structure that prevents passing of two-tracked vehicles with less than a minimum track and ground clearance. (Typically stops normal cars.)
",,,,,,,
0,"barrier","swing_gate","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dswing_gate"," Similar to a lift gate but rotates sidewards to open. It is usually made out of metal bars (wood or other material possible) and is intended to prevent cars from access but can usually be crossed by pedestrians and cyclists.
",,,,,,,
0,"barrier","toll_booth","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dtoll_booth"," A road usage toll or fee is collected here. Used with toll=* and charge=*
",,,,,,,
0,"barrier","turnstile","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dturnstile"," A turnstile (also called baffle gate) is used to allow one person at a time to pass. Use this for small turnstiles like the ones in supermarkets or some subways.
",,,,,,,
0,"barrier","yes","http://wiki.openstreetmap.org/wiki/Tag:barrier%3Dyes"," A barrier which nature cannot be determined; typically only used in mapping using aerial imagery. Should be replaced by a specific value.
",,,,,,,
0,"boundary","administrative","http://wiki.openstreetmap.org/wiki/Tag:boundary%3Dadministrative","  An administrative boundary. Subdivisions of areas/territories/jurisdictions recognised by governments or other organisations for administrative purposes.  These range from large groups of nation states right down to small administrative districts and suburbs, as indicated by the 'admin_level=*' combo tag
",,,,,,,
0,"boundary","historic","http://wiki.openstreetmap.org/wiki/Tag:boundary%3Dhistoric"," Historic
",,,,,,,
0,"boundary","maritime","http://wiki.openstreetmap.org/wiki/Tag:boundary%3Dmaritime"," Maritime boundaries
",,,,,,,
0,"boundary","national_park","http://wiki.openstreetmap.org/wiki/Tag:boundary%3Dnational_park"," Area of outstanding natural beauty, set aside for conservation and for recreation (Other languages)
",,,,,,,
0,"boundary","political","http://wiki.openstreetmap.org/wiki/Tag:boundary%3Dpolitical"," Electoral boundaries
",,,,,,,
0,"boundary","postal_code","http://wiki.openstreetmap.org/wiki/Tag:boundary%3Dpostal_code"," Postal code boundaries
",,,,,,,
0,"boundary","protected_area","http://wiki.openstreetmap.org/wiki/Tag:boundary%3Dprotected_area"," Protected areas, such as for national-parks, water protection areas or indigenous areas.
",,,,,,,
0,"bridge","yes","http://wiki.openstreetmap.org/wiki/Tag:bridge%3Dyes"," If the railway goes over a street, waterway or other railway.
",,,,,,,
0,"building","apartments","http://wiki.openstreetmap.org/wiki/Tag:building%3Dapartments"," A building arranged into individual dwellings, often on separate floors. May also have retail outlets on the ground floor.
",,,,,,,
1,"building","farm","http://wiki.openstreetmap.org/wiki/Tag:building%3Dfarm"," A residential building on a farm (farmhouse). For other buildings see below building=farm_auxiliary, building=barn, … If in your country farmhouse looks same as general residential house then you can tag as building=house as well. See also landuse=farmyard
",,,,,,,
2,"building","hotel","http://wiki.openstreetmap.org/wiki/Tag:building%3Dhotel"," A building designed with separate rooms available for overnight accommodation. Normally used in conjunction with tourism=hotel for the hotel grounds including recreation areas and parking.
",,,,,,,
0,"building","house","http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse"," A dwelling unit inhabited by a single household (a family or small group sharing facilities such as a kitchen). Houses forming half of a semi-detached pair, or one of a row of terraced houses, should share at least two nodes with joined neighbours, thereby defining the party wall between the properties.
",,,,,,,
0,"building","detached","http://wiki.openstreetmap.org/wiki/Tag:building%3Ddetached"," A single dwelling unit inhabited by family or small group sharing facilities such as a kitchen.
",,,,,,,
1,"building","residential","http://wiki.openstreetmap.org/wiki/Tag:building%3Dresidential"," A general tag for a building used primarily for residential purposes. Where additional detail is available consider using 'apartments', 'terrace', 'house' or 'detached'.
",,,,,,,
1,"building","dormitory","http://wiki.openstreetmap.org/wiki/Tag:building%3Ddormitory"," For a shared building, as used by college/university students (not a share room for multiple occupants as implied by the term in British English). Alternatively, use building=residential plus residential=university.
",,,,,,,
1,"building","terrace","http://wiki.openstreetmap.org/wiki/Tag:building%3Dterrace"," A single way used to define the outline of a linear row of residential dwellings, each of which normally has its own entrance, which form a terrace (row-house in North American English). Consider defining each dwelling separately using 'house'.
",,,,,,,
0,"building","houseboat","http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouseboat"," A boat used primarily as a home
",,,,,,,
0,"building","bungalow","http://wiki.openstreetmap.org/wiki/Tag:building%3Dbungalow"," A single-storey detached small house, Dacha.
",,,,,,,
0,"building","static_caravan","http://wiki.openstreetmap.org/wiki/Tag:building%3Dstatic_caravan"," A mobile home (semi)permanently left on a single site
",,,,,,,
1,"building","commercial","http://wiki.openstreetmap.org/wiki/Tag:building%3Dcommercial"," A building where non-specific commercial activities take place; use office=* to describe the type of office. Consider tagging the area using landuse=commercial. Use 'retail' if the building consists primarily of shops.
",,,,,,,
1,"building","industrial","http://wiki.openstreetmap.org/wiki/Tag:building%3Dindustrial"," A building where some industrial process takes place. Use warehouse if the purpose is known to be primarily for storage/distribution. Consider using landuse=industrial for the surrounding area and the proposed industrial=* tag to describe the industrial activity.
",,,,,,,
1,"building","retail","http://wiki.openstreetmap.org/wiki/Tag:building%3Dretail"," A building primarily used for selling goods are sold to the public; use shop=* to identify the sort of goods sold. Consider use landuse=retail for the surrounding area.
",,,,,,,
1,"building","warehouse","http://wiki.openstreetmap.org/wiki/Tag:building%3Dwarehouse"," A building primarily used for the storage or goods or as part of a distribution system.
",,,,,,,
2,"building","cathedral","http://wiki.openstreetmap.org/wiki/Tag:building%3Dcathedral"," A building that was built as a cathedral. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the cathedral grounds where it is in current use.
",,,,,,,
2,"building","chapel","http://wiki.openstreetmap.org/wiki/Tag:building%3Dchapel"," A building that was built as a chapel. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the chapel grounds where it is in current use.
",,,,,,,
2,"building","church","http://wiki.openstreetmap.org/wiki/Tag:building%3Dchurch"," A building that was built as a church. Used in conjunction with amenity=place_of_worship, religion=* , denomination=* and landuse=religious for the church grounds where it is in current use.
",,,,,,,
3,"building","mosque","http://wiki.openstreetmap.org/wiki/Tag:building%3Dmosque"," A mosque. Used in conjunction with amenity=place_of_worship, religion=*,  denomination=*  and landuse=religious for the grounds where it is in current use.
",,,,,,,
3,"building","temple","http://wiki.openstreetmap.org/wiki/Tag:building%3Dtemple"," A building that was built as a temple. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.
",,,,,,,
3,"building","synagogue","http://wiki.openstreetmap.org/wiki/Tag:building%3Dsynagogue"," A building that was built as a synagogue. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.
",,,,,,,
3,"building","shrine","http://wiki.openstreetmap.org/wiki/Tag:building%3Dshrine"," A building that was built as a shrine. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use. Small buildings should consider historic=wayside_shrine.
",,,,,,,
1,"building","civic","http://wiki.openstreetmap.org/wiki/Tag:building%3Dcivic"," For any civic amenity, for example amenity=community_centre, amenity=library, amenity=toilets, leisure=sports_centre, leisure=swimming_pool, amenity=townhall etc. Use amenity=* or leisure=* etc. to provide further details. See building=public as well.
",,,,,,,
1,"building","hospital","http://wiki.openstreetmap.org/wiki/Tag:building%3Dhospital"," A building which forms part of a hospital. Use amenity=hospital for the hospital grounds.
",,,,,,,
1,"building","school","http://wiki.openstreetmap.org/wiki/Tag:building%3Dschool"," For any generic school buildings. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. Use amenity=school for the perimeter of the school grounds.
",,,,,,,
2,"building","stadium","http://wiki.openstreetmap.org/wiki/Tag:building%3Dstadium"," A stadium building.
",,,,,,,
2,"building","train_station","http://wiki.openstreetmap.org/wiki/Tag:building%3Dtrain_station"," A train station building.
",,,,,,,
1,"building","transportation","http://wiki.openstreetmap.org/wiki/Tag:building%3Dtransportation"," A building related to public transport. You will probably want to tag it with proper transport related tag as well, such as public_transport=station. Note that there is a special tag for train station buildings - building=train_station.
",,,,,,,
2,"building","university","http://wiki.openstreetmap.org/wiki/Tag:building%3Duniversity"," A university building. Use amenity=university for the whole university area.
",,,,,,,
0,"building","public","http://wiki.openstreetmap.org/wiki/Tag:building%3Dpublic"," A public building. Don't use amenity=public_building.
",,,,,,,
1,"building","barn","http://wiki.openstreetmap.org/wiki/Tag:building%3Dbarn"," An agricultural building used for storage and as a covered workplace.
",,,,,,,
1,"building","bridge","http://wiki.openstreetmap.org/wiki/Tag:building%3Dbridge"," A building used as a bridge. Can also represent a gatehouse for drawbridges. See also bridge=yes for highway=*. Don't use this tag just for marking bridges (their outlines). For such purposes use man_made=bridge.
",,,,,,,
0,"building","bunker","http://wiki.openstreetmap.org/wiki/Tag:building%3Dbunker"," A hardened military building. Also use military=bunker.
",,,,,,,
1,"building","cabin","http://wiki.openstreetmap.org/wiki/Tag:building%3Dcabin"," A cabin is a small, roughly built house usually with a wood exterior and typically found in rural areas.
",,,,,,,
0,"building","construction","http://wiki.openstreetmap.org/wiki/Tag:building%3Dconstruction"," Used for buildings under construction. Use construction=* to hold the value for the completed building.
",,,,,,,
0,"building","cowshed","http://wiki.openstreetmap.org/wiki/Tag:building%3Dcowshed"," A cowshed (cow barn, cow house) is a building for housing cows, usually found on farms.
",,,,,,,
0,"building","farm_auxiliary","http://wiki.openstreetmap.org/wiki/Tag:building%3Dfarm_auxiliary"," A building on a farm that is not a dwelling (use 'farm' or 'house' for the farm house).
",,,,,,,
1,"building","garage","http://wiki.openstreetmap.org/wiki/Tag:building%3Dgarage"," A garage is a building suitable for the storage of one or possibly more motor vehicle or similar. See building=garages for larger shared buildings.
",,,,,,,
1,"building","garages","http://wiki.openstreetmap.org/wiki/Tag:building%3Dgarages"," A building that consists of a number of discrete storage spaces for different owners/tenants. See also building=garage.
",,,,,,,
1,"building","greenhouse","http://wiki.openstreetmap.org/wiki/Tag:building%3Dgreenhouse"," A greenhouse is a glass or plastic covered building used to grow plants. Use landuse=greenhouse_horticulture for the area
",,,,,,,
0,"building","hangar","http://wiki.openstreetmap.org/wiki/Tag:building%3Dhangar"," A hangar is a building used for the storage of airplanes, helicopters or space-craft. Consider adding aeroway=hangar, when appropriate.
",,,,,,,
0,"building","hut","http://wiki.openstreetmap.org/wiki/Tag:building%3Dhut"," A hut is a small and crude shelter.
",,,,,,,
0,"building","roof","http://wiki.openstreetmap.org/wiki/Tag:building%3Droof"," A structure that consists of a roof with open sides, such as a rain shelter, and also gas stations
",,,,,,,
0,"building","shed","http://wiki.openstreetmap.org/wiki/Tag:building%3Dshed"," A shed is a simple, single-storey structure in a back garden or on an allotment that is used for storage, hobbies, or as a workshop.
",,,,,,,
0,"building","stable","http://wiki.openstreetmap.org/wiki/Tag:building%3Dstable"," A stable is a building where horses are kept.
",,,,,,,
0,"building","sty","http://wiki.openstreetmap.org/wiki/Tag:building%3Dsty"," A sty (pigsty, pig ark, pig-shed) is a building for raising domestic pigs, usually found on farms.
",,,,,,,
1,"building","transformer_tower","http://wiki.openstreetmap.org/wiki/Tag:building%3Dtransformer_tower"," A transformer tower is a characteristic tall building comprising a distribution transformer and constructed to connect directly  to a medium voltage overhead power line. Quite often the power line has since been undergrounded but the building may still serve as a substation. If the building is still in use as a substation it should additionally be tagged as power=substation + substation=minor_distribution.
",,,,,,,
0,"building","service","http://wiki.openstreetmap.org/wiki/Tag:building%3Dservice"," Service building usually is a small unmanned building with certain machinery (like pumps or transformers).
",,,,,,,
0,"building","kiosk","http://wiki.openstreetmap.org/wiki/Tag:building%3Dkiosk"," Small retail building.
",,,,,,,
1,"building","ruins","http://wiki.openstreetmap.org/wiki/Tag:building%3Druins"," A house, a village or other building abandoned.
",,,,,,,
0,"busway","lane","http://wiki.openstreetmap.org/wiki/Tag:busway%3Dlane"," Bus lane on both sides of the road.
",,,,,,,
1,"craft","agricultural_engines","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dagricultural_engines"," Planning and constructing engines and tools for agricultural use.
",,,,,,,
1,"craft","basket_maker","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dbasket_maker"," Producing baskets, often made from Willow.
",,,,,,,
1,"craft","beekeeper","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dbeekeeper"," A place where honey bees are kept for the purposes of securing commodities such as honey, beeswax or pollen.
",,,,,,,
1,"craft","blacksmith","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dblacksmith"," A place where a blacksmith forges tools, horseshoes, etc. from iron.
",,,,,,,
1,"craft","boatbuilder","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dboatbuilder"," Planning and constructing boats.
",,,,,,,
1,"craft","bookbinder","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dbookbinder"," Physically assembling a book from a number of sheets of paper.
",,,,,,,
1,"craft","brewery","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dbrewery"," A brewery is a dedicated building for the making of beer
",,,,,,,
1,"craft","builder","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dbuilder"," Constructs buildings, streets and other objects.
",,,,,,,
1,"craft","carpenter","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dcarpenter"," Workplace or office of Carpenters that work with timber to construct, install and maintain buildings, furniture, and other objects.
",,,,,,,
1,"craft","carpet_layer","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dcarpet_layer"," Workplace or office of carpet layers that bring carpet on your floor.
",,,,,,,
1,"craft","caterer","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dcaterer"," Workplace or office of one who prepares customized meals for takeout, or provides prepared meals or supplies to a group at social gatherings.
",,,,,,,
1,"craft","chimney_sweeper","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dchimney_sweeper"," Workplace or office of a person who cleans chimneys for a living.
",,,,,,,
1,"craft","clockmaker","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dclockmaker"," Workplace or office of a clockmaker that is building or repairing clocks but not watches. See also craft=watchmaker
",,,,,,,
1,"craft","confectionery","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dconfectionery"," A place where the set of food items that are rich in sugar, any one or type of which is called a confection is produced.
",,,,,,,
1,"craft","distillery","http://wiki.openstreetmap.org/wiki/Tag:craft%3Ddistillery"," Distillery
",,,,,,,
1,"craft","dressmaker","http://wiki.openstreetmap.org/wiki/Tag:craft%3Ddressmaker"," A place where clothes are created, repaired or altered to fit personal needs.
",,,,,,,
1,"craft","electrician","http://wiki.openstreetmap.org/wiki/Tag:craft%3Delectrician"," Workplace or office of an electrician which is a tradesman specialized in electrical wiring of buildings, stationary machines and related equipment.
",,,,,,,
1,"craft","floorer","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dfloorer"," Workplace or office of a floorer which is a tradesman specialized in laying floors.  See also craft=parquet_layer craft=carpet_layer craft=tiler
",,,,,,,
1,"craft","gardener","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dgardener"," Workplace or office of a garden designer or a landscape gardener.
",,,,,,,
1,"craft","glaziery","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dglaziery"," A place where residential, commercial, and artistic glass is selected, cut, installed, replaced, and removed
",,,,,,,
1,"craft","handicraft","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dhandicraft"," A place where useful and decorative devices are made completely by hand or using only simple tools
",,,,,,,
1,"craft","hvac","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dhvac"," Workplace or office of an HVAC system designer (Heating, Ventilating, and Air Conditioning)
",,,,,,,
1,"craft","insulation","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dinsulation"," Workplace or office of a person who does thermal insulation in buildings.
",,,,,,,
1,"craft","jeweller","http://wiki.openstreetmap.org/wiki/Tag:craft%3Djeweller"," A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired.
",,,,,,,
1,"craft","key_cutter","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dkey_cutter"," A place where keys can be duplicated from originals.
",,,,,,,
1,"craft","locksmith","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dlocksmith"," A place where locks and keys are created or repaired.
",,,,,,,
1,"craft","metal_construction","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dmetal_construction"," A place where handrails, gates, ramps and similar things from metal are made.
",,,,,,,
1,"craft","optician","http://wiki.openstreetmap.org/wiki/Tag:craft%3Doptician"," A place where lenses for the correction of a person's vision are designed, fitted and dispensed.
",,,,,,,
1,"craft","painter","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dpainter"," Workplace or office of a house painter which is a tradesman responsible for the painting and decorating of buildings.
",,,,,,,
1,"craft","parquet_layer","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dparquet_layer"," Workplace or office of a parquet layer.
",,,,,,,
1,"craft","photographer","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dphotographer"," Workplace or office of a person who takes photographs using a camera.
",,,,,,,
1,"craft","photographic_laboratory","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dphotographic_laboratory"," A place where photos taken on a film or digital images are transformed into a more permanent form, often on paper or plastic foil.
",,,,,,,
1,"craft","piano_tuner","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dpiano_tuner"," A piano tuner or technician. A professional that tunes, regulates and makes the maintenance of pianos. Most of them repair simple problems and some restore a whole piano.
",,,,,,,
1,"craft","plasterer","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dplasterer"," Workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls.
",,,,,,,
1,"craft","plumber","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dplumber"," Workplace or office of a tradesman who specializes in installing and maintaining systems used for potable (drinking) water, sewage, and drainage.
",,,,,,,
1,"craft","pottery","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dpottery"," A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters.
",,,,,,,
1,"craft","rigger","http://wiki.openstreetmap.org/wiki/Tag:craft%3Drigger"," Workplace or office of a person who makes  masts, yards, sails, and cordage for sailboats and sailing ships.
",,,,,,,
1,"craft","roofer","http://wiki.openstreetmap.org/wiki/Tag:craft%3Droofer"," Workplace or office of a tradesman who is specialized in roof construction.
",,,,,,,
1,"craft","saddler","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dsaddler"," A place where saddles or accessories for cars and boats are produced or repaired.
",,,,,,,
1,"craft","sailmaker","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dsailmaker"," Workplace or office of a person who makes and repairs sails for sailboats and sailing ships, typically working on shore in a sail loft.
",,,,,,,
1,"craft","sawmill","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dsawmill"," A workplace where logs are cut into boards.
",,,,,,,
1,"craft","scaffolder","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dscaffolder"," Workplace or office of a tradesman who builds temporary structure used to support people and material in the construction or repair of buildings and other large structures.
",,,,,,,
1,"craft","sculptor","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dsculptor"," A place where Sculpture are made.
",,,,,,,
1,"craft","shoemaker","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dshoemaker"," A place where shoes, boots, sandals, clogs and moccasins are created, repaired or altered to fit personal needs. See also shop=shoes for a place where shoes are sold, but not made or altered
",,,,,,,
1,"craft","stand_builder","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dstand_builder"," Workplace of a company that builds stands/booths for fairs.
",,,,,,,
1,"craft","stonemason","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dstonemason"," A place where rough pieces of rock are shaped into accurate geometrical shapes.
",,,,,,,
1,"craft","sun_protection","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dsun_protection"," A place where sun protection is made, repaired, or delivered for assembly, especially awnings and shutters.
",,,,,,,
1,"craft","tailor","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dtailor"," A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing.
",,,,,,,
1,"craft","tiler","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dtiler"," Workplace or office of a person who lays tiles on floors, swimming pools and such.
",,,,,,,
1,"craft","tinsmith","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dtinsmith"," A tinsmith, or tinner or tinker or tinplate worker. Workplace or office of a person who makes and repairs things made of light-coloured metal, particularly tinware.
",,,,,,,
1,"craft","turner","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dturner"," A turner or wood turner.
",,,,,,,
1,"craft","upholsterer","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dupholsterer"," A place where furniture, especially seats are provided with padding, springs, webbing, and fabric or leather covers.
",,,,,,,
1,"craft","watchmaker","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dwatchmaker"," A watchmaker is an artisan who makes and repairs watches. Today due to industrial production they mostly repair watches. For other kinds of clocks see craft=clockmaker
",,,,,,,
1,"craft","window_construction","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dwindow_construction"," Construct windows
",,,,,,,
1,"craft","winery","http://wiki.openstreetmap.org/wiki/Tag:craft%3Dwinery"," Produces wine
",,,,,,,
0,"cutting","yes","http://wiki.openstreetmap.org/wiki/Tag:cutting%3Dyes"," A section where the railway is significantly lower than ground level.
",,,,,,,
0,"cycleway","lane","http://wiki.openstreetmap.org/wiki/Tag:cycleway%3Dlane"," A lane is a route that lies within the roadway
",,,,,,,
0,"cycleway","opposite","http://wiki.openstreetmap.org/wiki/Tag:cycleway%3Dopposite"," Used on ways with oneway=yes where it is legally permitted to cycle in both directions. Used together with oneway:bicycle=no.
",,,,,,,
0,"cycleway","opposite_lane","http://wiki.openstreetmap.org/wiki/Tag:cycleway%3Dopposite_lane"," Used on ways with oneway=yes that have a cycling lane going the opposite direction of normal traffic flow (a \contraflow\"" lane). Used together with oneway:bicycle=no.",,,,,,,
0,",
cycleway""","track","http://wiki.openstreetmap.org/wiki/Tag:cycleway%3Dtrack"," A track provides a route that is separated from traffic. In the United States, this term is often used to refer to bike lanes that are separated from lanes for cars by pavement buffers, bollards, parking lanes, and curbs. Note that a cycle track may alternatively be drawn as a separate way next to the road which is tagged as highway=cycleway.
",,,,,,,
0,"cycleway","opposite_track","http://wiki.openstreetmap.org/wiki/Tag:cycleway%3Dopposite_track"," Used on ways with oneway=yes that have a cycling track going the opposite direction of normal traffic flow
",,,,,,,
0,"cycleway","share_busway","http://wiki.openstreetmap.org/wiki/Tag:cycleway%3Dshare_busway"," There is a bus lane that cyclists are permitted to use.
",,,,,,,
0,"cycleway","shared_lane","http://wiki.openstreetmap.org/wiki/Tag:cycleway%3Dshared_lane"," Cyclists share a lane with motor vehicles, but there are markings indicating that they should share the lane with motorists.
",,,,,,,
0,"emergency","ambulance_station","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dambulance_station"," An ambulance station is a structure or other area set aside for storage of ambulance vehicles, medical equipment, personal protective equipment, and other medical supplies.
",,,,,,,
0,"emergency","defibrillator","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Ddefibrillator"," An Automated External Defibrillator (AED) is a first-aid device that automates the process of diagnosing life-threatening cardiac arrhythmia and performing defibrillation. Previously tagged as emergency=aed or medical=aed.
",,,,,,,
0,"emergency","fire_extinguisher","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dfire_extinguisher"," A fire extinguisher is an active fire protection device used to extinguish or control small fires, often in emergency situations.
",,,,,,,
0,"emergency","fire_flapper","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dfire_flapper"," A flapper is a wildland firefighting tool also called a swatter or a beater. It is designed for extinguishing minor fires in rural areas such as heaths.
",,,,,,,
0,"emergency","fire_hose","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dfire_hose"," A fire hose is a high-pressure hose used to carry water or other fire retardant (such as foam) to a fire to extinguish it.
",,,,,,,
0,"emergency","fire_hydrant","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dfire_hydrant"," A fire hydrant is an active fire protection measure, and a source of water provided in most urban, suburban and rural areas with municipal water service or other water source to enable firefighters to tap into the municipal water supply to assist in extinguishing a fire.
",,,,,,,
0,"emergency","water_tank","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dwater_tank"," Stock tank for fire-fighting water.
",,,,,,,
0,"emergency","lifeguard_base","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dlifeguard_base"," Base building of lifeguard. Main place for vehicles, equipment and centre of communication
",,,,,,,
0,"emergency","lifeguard_tower","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dlifeguard_tower"," Tower used by lifeguard to watch and supervise swimmers in order to prevent drownings and other dangers.
",,,,,,,
0,"emergency","lifeguard_platform","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dlifeguard_platform"," Platform used by lifeguard to watch and supervise swimmers in order to prevent drownings and other dangers. Building not so high as tower and mostly without walls and roof
",,,,,,,
0,"emergency","lifeguard_place","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dlifeguard_place"," A place where a lifeguard is on duty but without any building (tower or platform)
",,,,,,,
0,"emergency","life_ring","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dlife_ring"," Life rings to help save a life if someone is in the water.
",,,,,,,
0,"emergency","assembly_point","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dassembly_point"," Point or area, where people are crowd in a case of emergency
",,,,,,,
0,"emergency","access_point","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Daccess_point"," Access points in areas which are hard to access (see also highway=emergency_access_point)
",,,,,,,
0,"emergency","phone","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dphone"," An emergency phone is specifically provided for making calls to emergency services. They may be found in places of danger or remote areas.
",,,,,,,
0,"emergency","ses_station","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dses_station"," A State Emergency Service is an Australian volunteer organisation that provides emergency help during and after declared (natural or otherwise) disasters.
",,,,,,,
0,"emergency","siren","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dsiren"," A siren is a loud noise maker. Most modern ones are civil defense, \air raid\"" sirens or tornado sirens.",,,,,,,
0,",
emergency""","phone","http://wiki.openstreetmap.org/wiki/Tag:emergency%3Dphone"," A calling device can be used to tell on your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN
",,,,,,,
0,"healthcare","blood_donation","http://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dblood_donation"," A place where you can donate blood, plasma and/or platelets, and possibly have stem cell samples taken.
",,,,,,,
0,"highway","motorway","http://wiki.openstreetmap.org/wiki/Tag:highway%3Dmotorway"," A restricted access major divided highway, normally with 2 or more running lanes plus emergency hard shoulder. Equivalent to the Freeway, Autobahn, etc..
",,,,,,,
